action_1_amount,action_1_player,action_1_street,action_1_type,action_2_amount,action_2_player,action_2_street,action_2_type,action_3_amount,action_3_player,action_3_street,action_3_type,action_4_amount,action_4_player,action_4_street,action_4_type,action_5_amount,action_5_player,action_5_street,action_5_type,action_6_amount,action_6_player,action_6_street,action_6_type,action_7_amount,action_7_player,action_7_street,action_7_type,action_8_amount,action_8_player,action_8_street,action_8_type,action_9_amount,action_9_player,action_9_street,action_9_type,community_cards,current_street,final_pot,final_stack,game_number,hand_name,hand_value,hole_cards,initial_seats,initial_stack,player_name,pot,round_count,street,win_rate,won_hand
10,piosocngxwypqnxbrotsyb,preflop,call,10,lqsklonflevnfxzanyltgu,preflop,call,990,piosocngxwypqnxbrotsyb,flop,raise,990,lqsklonflevnfxzanyltgu,flop,call,,,,,,,,,,,,,,,,,,,,,"H9,SK,D9",river,2000,0,1,,,"DJ,C5","[{'name': 'Player1', 'uuid': 'lqsklonflevnfxzanyltgu', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'piosocngxwypqnxbrotsyb', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.41,0
10,skmvehhkkfkwgyssxcshku,preflop,call,1000,vzcnmsrgyofdnevcdroeoq,preflop,raise,1000,skmvehhkkfkwgyssxcshku,preflop,call,,,,,,,,,,,,,,,,,,,,,,,,,,river,2000,2000,1,,,"CK,DK","[{'name': 'Player1', 'uuid': 'vzcnmsrgyofdnevcdroeoq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'skmvehhkkfkwgyssxcshku', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,preflop,0.85,1
10,gcnhwbrkzazgpweymubrwl,preflop,call,10,anlyddhhyajqurbcqgddaj,preflop,call,0,gcnhwbrkzazgpweymubrwl,flop,call,0,anlyddhhyajqurbcqgddaj,flop,call,990,gcnhwbrkzazgpweymubrwl,turn,raise,-1,anlyddhhyajqurbcqgddaj,turn,raise,,,,,,,,,,,,,"C7,H4,DK,D4",turn,1010,990,1,,,"HQ,D7","[{'name': 'Player1', 'uuid': 'anlyddhhyajqurbcqgddaj', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'gcnhwbrkzazgpweymubrwl', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.73,0
10,kqaqkmtevzeojryncspqio,preflop,call,10,mcxvfgletwhozexaatnnmu,preflop,call,0,kqaqkmtevzeojryncspqio,flop,call,990,mcxvfgletwhozexaatnnmu,flop,raise,990,kqaqkmtevzeojryncspqio,flop,call,,,,,,,,,,,,,,,,,"S4,SA,ST",river,2000,2000,1,,,"S7,SQ","[{'name': 'Player1', 'uuid': 'mcxvfgletwhozexaatnnmu', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'kqaqkmtevzeojryncspqio', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.93,1
10,xeblclakwdsmidpvscfmrf,preflop,call,10,mgravwgfgfliogiqxifynd,preflop,call,0,xeblclakwdsmidpvscfmrf,flop,call,990,mgravwgfgfliogiqxifynd,flop,raise,990,xeblclakwdsmidpvscfmrf,flop,call,,,,,,,,,,,,,,,,,"S9,H9,S5",river,2000,2000,1,,,"C3,D9","[{'name': 'Player1', 'uuid': 'mgravwgfgfliogiqxifynd', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'xeblclakwdsmidpvscfmrf', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.89,1
10,roqxkzamnnrymeqxbjhiar,preflop,call,10,ijotrxdrzubuocwthmvkvq,preflop,call,0,roqxkzamnnrymeqxbjhiar,flop,call,990,ijotrxdrzubuocwthmvkvq,flop,raise,990,roqxkzamnnrymeqxbjhiar,flop,call,,,,,,,,,,,,,,,,,"H8,DK,S5",river,2000,2000,1,,,"C8,HA","[{'name': 'Player1', 'uuid': 'ijotrxdrzubuocwthmvkvq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'roqxkzamnnrymeqxbjhiar', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.71,1
10,ghshyjacrxzafxhhxjjjxe,preflop,call,10,lvhihwqhbufxuukqibwbjp,preflop,call,0,ghshyjacrxzafxhhxjjjxe,flop,call,0,lvhihwqhbufxuukqibwbjp,flop,call,0,ghshyjacrxzafxhhxjjjxe,turn,call,0,lvhihwqhbufxuukqibwbjp,turn,call,0,ghshyjacrxzafxhhxjjjxe,river,call,0,lvhihwqhbufxuukqibwbjp,river,call,,,,,"HQ,DT,SK,C9,HA",river,20,990,1,,,"S2,C4","[{'name': 'Player1', 'uuid': 'lvhihwqhbufxuukqibwbjp', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ghshyjacrxzafxhhxjjjxe', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.01,0
10,auwmrzxfhgiwbqflpdapgj,preflop,call,10,ehjpnxazddzwltlnxdtuqj,preflop,call,0,auwmrzxfhgiwbqflpdapgj,flop,call,0,ehjpnxazddzwltlnxdtuqj,flop,call,0,auwmrzxfhgiwbqflpdapgj,turn,call,0,ehjpnxazddzwltlnxdtuqj,turn,call,0,auwmrzxfhgiwbqflpdapgj,river,call,0,ehjpnxazddzwltlnxdtuqj,river,call,,,,,"H2,H6,S2,D2,HQ",river,20,990,1,,,"S4,D5","[{'name': 'Player1', 'uuid': 'ehjpnxazddzwltlnxdtuqj', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'auwmrzxfhgiwbqflpdapgj', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.02,0
10,flmgpmibhdbwxobxkroqxc,preflop,call,10,nmwkwxiovezcvimhcfwbvo,preflop,call,0,flmgpmibhdbwxobxkroqxc,flop,call,0,nmwkwxiovezcvimhcfwbvo,flop,call,0,flmgpmibhdbwxobxkroqxc,turn,call,0,nmwkwxiovezcvimhcfwbvo,turn,call,0,flmgpmibhdbwxobxkroqxc,river,call,0,nmwkwxiovezcvimhcfwbvo,river,call,,,,,"S6,C8,S3,H8,D8",river,20,990,1,,,"D5,H7","[{'name': 'Player1', 'uuid': 'nmwkwxiovezcvimhcfwbvo', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'flmgpmibhdbwxobxkroqxc', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.05,0
10,ycbkaaypcezfajukwesyge,preflop,call,10,wzizxtqjfcfrwlmwvzvmvd,preflop,call,0,ycbkaaypcezfajukwesyge,flop,call,0,wzizxtqjfcfrwlmwvzvmvd,flop,call,990,ycbkaaypcezfajukwesyge,turn,raise,990,wzizxtqjfcfrwlmwvzvmvd,turn,call,,,,,,,,,,,,,"DA,S4,C5,DT",river,2000,0,1,,,"D7,D6","[{'name': 'Player1', 'uuid': 'wzizxtqjfcfrwlmwvzvmvd', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ycbkaaypcezfajukwesyge', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.41,0
10,appjpkzgabocypodhzhbiq,preflop,call,10,wipugemkbzfphtdidxokyb,preflop,call,0,appjpkzgabocypodhzhbiq,flop,call,0,wipugemkbzfphtdidxokyb,flop,call,990,appjpkzgabocypodhzhbiq,turn,raise,-1,wipugemkbzfphtdidxokyb,turn,raise,,,,,,,,,,,,,"S2,C6,C2,C3",turn,1010,990,1,,,"C8,S6","[{'name': 'Player1', 'uuid': 'wipugemkbzfphtdidxokyb', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'appjpkzgabocypodhzhbiq', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.7,0
10,haqomxusewsktjwdxmdrvp,preflop,call,10,rgqdtrwzfvlfufkpxwfuzf,preflop,call,990,haqomxusewsktjwdxmdrvp,flop,raise,990,rgqdtrwzfvlfufkpxwfuzf,flop,call,,,,,,,,,,,,,,,,,,,,,"CA,HA,ST",river,2000,0,1,,,"D9,D8","[{'name': 'Player1', 'uuid': 'rgqdtrwzfvlfufkpxwfuzf', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'haqomxusewsktjwdxmdrvp', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.47,0
10,hxojhjfhrphywnmgqlnxqz,preflop,call,10,iksdexhqskwuhwqcsnwflu,preflop,call,0,hxojhjfhrphywnmgqlnxqz,flop,call,0,iksdexhqskwuhwqcsnwflu,flop,call,0,hxojhjfhrphywnmgqlnxqz,turn,call,0,iksdexhqskwuhwqcsnwflu,turn,call,0,hxojhjfhrphywnmgqlnxqz,river,call,0,iksdexhqskwuhwqcsnwflu,river,call,,,,,"HA,D7,DK,S9,S4",river,20,990,1,,,"D6,D2","[{'name': 'Player1', 'uuid': 'iksdexhqskwuhwqcsnwflu', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'hxojhjfhrphywnmgqlnxqz', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.04,0
10,xztrytjfjuzeyymtxxxtju,preflop,call,10,xbqkrvuqzekjrqighnorri,preflop,call,0,xztrytjfjuzeyymtxxxtju,flop,call,0,xbqkrvuqzekjrqighnorri,flop,call,0,xztrytjfjuzeyymtxxxtju,turn,call,0,xbqkrvuqzekjrqighnorri,turn,call,0,xztrytjfjuzeyymtxxxtju,river,call,0,xbqkrvuqzekjrqighnorri,river,call,,,,,"S2,S3,CQ,D2,S6",river,20,990,1,,,"H3,D7","[{'name': 'Player1', 'uuid': 'xbqkrvuqzekjrqighnorri', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'xztrytjfjuzeyymtxxxtju', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.51,0
10,rmmufmvfcppdrelnwfmjtf,preflop,call,10,ayvmwktzjbawtqzitsqcvq,preflop,call,0,rmmufmvfcppdrelnwfmjtf,flop,call,0,ayvmwktzjbawtqzitsqcvq,flop,call,0,rmmufmvfcppdrelnwfmjtf,turn,call,0,ayvmwktzjbawtqzitsqcvq,turn,call,0,rmmufmvfcppdrelnwfmjtf,river,call,0,ayvmwktzjbawtqzitsqcvq,river,call,,,,,"S3,D2,C7,H7,S5",river,20,1010,1,,,"CT,S6","[{'name': 'Player1', 'uuid': 'ayvmwktzjbawtqzitsqcvq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'rmmufmvfcppdrelnwfmjtf', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.08,1
10,ncctzdtunjkozrfbhahvez,preflop,call,10,gedxyoefgiomrxvoaalrkb,preflop,call,990,ncctzdtunjkozrfbhahvez,flop,raise,990,gedxyoefgiomrxvoaalrkb,flop,call,,,,,,,,,,,,,,,,,,,,,"D7,C5,HK",river,2000,0,1,,,"C6,D3","[{'name': 'Player1', 'uuid': 'gedxyoefgiomrxvoaalrkb', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ncctzdtunjkozrfbhahvez', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.31,0
10,mgwphemrgpzqadtouanggo,preflop,call,10,sycrnjxdhhjrnzvffhtzsw,preflop,call,0,mgwphemrgpzqadtouanggo,flop,call,990,sycrnjxdhhjrnzvffhtzsw,flop,raise,990,mgwphemrgpzqadtouanggo,flop,call,,,,,,,,,,,,,,,,,"HQ,S8,CK",river,2000,2000,1,,,"D6,HK","[{'name': 'Player1', 'uuid': 'sycrnjxdhhjrnzvffhtzsw', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'mgwphemrgpzqadtouanggo', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.85,1
10,eyaiarqnfjkvoiyaknazdn,preflop,call,10,xnpkwdmcptkkvywnbjklig,preflop,call,0,eyaiarqnfjkvoiyaknazdn,flop,call,990,xnpkwdmcptkkvywnbjklig,flop,raise,990,eyaiarqnfjkvoiyaknazdn,flop,call,,,,,,,,,,,,,,,,,"ST,S7,HK",river,2000,2000,1,,,"DT,DJ","[{'name': 'Player1', 'uuid': 'xnpkwdmcptkkvywnbjklig', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'eyaiarqnfjkvoiyaknazdn', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.75,1
10,qshdatlxxyqfnwbjpucbmq,preflop,call,10,jhtdgkoqipqmppbxivufuo,preflop,call,0,qshdatlxxyqfnwbjpucbmq,flop,call,0,jhtdgkoqipqmppbxivufuo,flop,call,0,qshdatlxxyqfnwbjpucbmq,turn,call,990,jhtdgkoqipqmppbxivufuo,turn,raise,990,qshdatlxxyqfnwbjpucbmq,turn,call,,,,,,,,,"HQ,C6,H3,S4",river,2000,2000,1,,,"C2,H5","[{'name': 'Player1', 'uuid': 'jhtdgkoqipqmppbxivufuo', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'qshdatlxxyqfnwbjpucbmq', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,turn,0.93,1
10,dwxqxtdjpgcaknrsevxevf,preflop,call,10,aukfpjcibeomnvbkpdvqqz,preflop,call,0,dwxqxtdjpgcaknrsevxevf,flop,call,990,aukfpjcibeomnvbkpdvqqz,flop,raise,990,dwxqxtdjpgcaknrsevxevf,flop,call,,,,,,,,,,,,,,,,,"DT,DJ,SJ",river,2000,2000,1,,,"C5,CT","[{'name': 'Player1', 'uuid': 'aukfpjcibeomnvbkpdvqqz', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'dwxqxtdjpgcaknrsevxevf', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.73,1
10,dmloniorojzeijrwbvfheh,preflop,call,10,fylatzpbryaymwbxysijve,preflop,call,0,dmloniorojzeijrwbvfheh,flop,call,0,fylatzpbryaymwbxysijve,flop,call,0,dmloniorojzeijrwbvfheh,turn,call,0,fylatzpbryaymwbxysijve,turn,call,0,dmloniorojzeijrwbvfheh,river,call,0,fylatzpbryaymwbxysijve,river,call,,,,,"S2,C5,H6,D2,DK",river,20,990,1,,,"C7,D3","[{'name': 'Player1', 'uuid': 'fylatzpbryaymwbxysijve', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'dmloniorojzeijrwbvfheh', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.01,0
10,kaqndtyqtawwzskfydndix,preflop,call,10,cyzpihluxxxgavrcqepzow,preflop,call,0,kaqndtyqtawwzskfydndix,flop,call,0,cyzpihluxxxgavrcqepzow,flop,call,0,kaqndtyqtawwzskfydndix,turn,call,0,cyzpihluxxxgavrcqepzow,turn,call,0,kaqndtyqtawwzskfydndix,river,call,0,cyzpihluxxxgavrcqepzow,river,call,,,,,"CA,DQ,SK,D6,S7",river,20,1010,1,,,"H7,CJ","[{'name': 'Player1', 'uuid': 'cyzpihluxxxgavrcqepzow', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'kaqndtyqtawwzskfydndix', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.54,1
10,thwqctrfuzbpybcgfjkcve,preflop,call,10,gkkukykipdyngyruyazkid,preflop,call,990,thwqctrfuzbpybcgfjkcve,flop,raise,-1,gkkukykipdyngyruyazkid,flop,raise,,,,,,,,,,,,,,,,,,,,,"D7,DQ,C9",flop,1010,990,1,,,"CQ,D8","[{'name': 'Player1', 'uuid': 'gkkukykipdyngyruyazkid', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'thwqctrfuzbpybcgfjkcve', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.78,0
10,iksrblteugpxsewncnheqs,preflop,call,10,tdplcnvrrdvbmyrjeglgts,preflop,call,0,iksrblteugpxsewncnheqs,flop,call,0,tdplcnvrrdvbmyrjeglgts,flop,call,0,iksrblteugpxsewncnheqs,turn,call,0,tdplcnvrrdvbmyrjeglgts,turn,call,0,iksrblteugpxsewncnheqs,river,call,0,tdplcnvrrdvbmyrjeglgts,river,call,,,,,"H4,C8,S6,D7,HT",river,20,990,1,,,"HA,HK","[{'name': 'Player1', 'uuid': 'tdplcnvrrdvbmyrjeglgts', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'iksrblteugpxsewncnheqs', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.26,0
1000,fwebnwklcavdnglzocmaaz,preflop,raise,1000,prsbheqfgrmfioqymbulcn,preflop,call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river,2000,0,1,,,"S7,HK","[{'name': 'Player1', 'uuid': 'prsbheqfgrmfioqymbulcn', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'fwebnwklcavdnglzocmaaz', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,preflop,0.52,0
10,nznamcxhueuanmdghfjtvv,preflop,call,10,fltechgupgakzduptlhxze,preflop,call,0,nznamcxhueuanmdghfjtvv,flop,call,990,fltechgupgakzduptlhxze,flop,raise,990,nznamcxhueuanmdghfjtvv,flop,call,,,,,,,,,,,,,,,,,"D3,C4,HK",river,2000,2000,1,,,"C2,DK","[{'name': 'Player1', 'uuid': 'fltechgupgakzduptlhxze', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'nznamcxhueuanmdghfjtvv', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.8,1
10,vahelokekdioaptqkpxsau,preflop,call,10,orlzsosxruljcxhodulydv,preflop,call,0,vahelokekdioaptqkpxsau,flop,call,0,orlzsosxruljcxhodulydv,flop,call,0,vahelokekdioaptqkpxsau,turn,call,0,orlzsosxruljcxhodulydv,turn,call,0,vahelokekdioaptqkpxsau,river,call,0,orlzsosxruljcxhodulydv,river,call,,,,,"DJ,S9,C9,S6,HT",river,20,990,1,,,"S5,S3","[{'name': 'Player1', 'uuid': 'orlzsosxruljcxhodulydv', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'vahelokekdioaptqkpxsau', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.1,0
10,hktoduzohmdyaqpmdcosgi,preflop,call,10,vnrysvafxpajbudbncuyhi,preflop,call,0,hktoduzohmdyaqpmdcosgi,flop,call,0,vnrysvafxpajbudbncuyhi,flop,call,0,hktoduzohmdyaqpmdcosgi,turn,call,0,vnrysvafxpajbudbncuyhi,turn,call,0,hktoduzohmdyaqpmdcosgi,river,call,0,vnrysvafxpajbudbncuyhi,river,call,,,,,"DT,H8,HK,D2,S7",river,20,990,1,,,"S3,DJ","[{'name': 'Player1', 'uuid': 'vnrysvafxpajbudbncuyhi', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'hktoduzohmdyaqpmdcosgi', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.17,0
10,lxbzxdlkkhbzzpnhsuubqc,preflop,call,10,npmotiselttubdjyfovmik,preflop,call,0,lxbzxdlkkhbzzpnhsuubqc,flop,call,0,npmotiselttubdjyfovmik,flop,call,0,lxbzxdlkkhbzzpnhsuubqc,turn,call,0,npmotiselttubdjyfovmik,turn,call,0,lxbzxdlkkhbzzpnhsuubqc,river,call,0,npmotiselttubdjyfovmik,river,call,,,,,"HT,SA,CK,DA,D6",river,20,990,1,,,"SJ,S9","[{'name': 'Player1', 'uuid': 'npmotiselttubdjyfovmik', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'lxbzxdlkkhbzzpnhsuubqc', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.42,0
10,rikalzabyapgbffcreabxs,preflop,call,10,tcgxcofhrgjsxfhjvkhsvf,preflop,call,0,rikalzabyapgbffcreabxs,flop,call,0,tcgxcofhrgjsxfhjvkhsvf,flop,call,0,rikalzabyapgbffcreabxs,turn,call,0,tcgxcofhrgjsxfhjvkhsvf,turn,call,990,rikalzabyapgbffcreabxs,river,raise,990,tcgxcofhrgjsxfhjvkhsvf,river,call,,,,,"H2,D3,DQ,S7,SQ",river,2000,0,1,,,"DT,H8","[{'name': 'Player1', 'uuid': 'tcgxcofhrgjsxfhjvkhsvf', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'rikalzabyapgbffcreabxs', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,river,0.2,0
10,luqxweisvaylydrufirmuy,preflop,call,10,tvuygfbsgkzucothlinqyy,preflop,call,0,luqxweisvaylydrufirmuy,flop,call,0,tvuygfbsgkzucothlinqyy,flop,call,0,luqxweisvaylydrufirmuy,turn,call,0,tvuygfbsgkzucothlinqyy,turn,call,0,luqxweisvaylydrufirmuy,river,call,0,tvuygfbsgkzucothlinqyy,river,call,,,,,"S2,S3,HT,H7,C4",river,20,1010,1,,,"S4,HQ","[{'name': 'Player1', 'uuid': 'tvuygfbsgkzucothlinqyy', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'luqxweisvaylydrufirmuy', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.65,1
10,dgrgppblhfcphyomwbcopk,preflop,call,10,zrqbdptqjlfjpnorldwxjo,preflop,call,0,dgrgppblhfcphyomwbcopk,flop,call,0,zrqbdptqjlfjpnorldwxjo,flop,call,0,dgrgppblhfcphyomwbcopk,turn,call,0,zrqbdptqjlfjpnorldwxjo,turn,call,0,dgrgppblhfcphyomwbcopk,river,call,990,zrqbdptqjlfjpnorldwxjo,river,raise,990,dgrgppblhfcphyomwbcopk,river,call,"D9,HQ,C5,HT,HJ",river,2000,2000,1,,,"D4,SK","[{'name': 'Player1', 'uuid': 'zrqbdptqjlfjpnorldwxjo', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'dgrgppblhfcphyomwbcopk', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.88,1
10,cbnsbhoqsoqkwhqiqvyexa,preflop,call,10,svpdeygrpszicumzviwkzi,preflop,call,990,cbnsbhoqsoqkwhqiqvyexa,flop,raise,990,svpdeygrpszicumzviwkzi,flop,call,,,,,,,,,,,,,,,,,,,,,"CQ,DA,DT",river,2000,0,1,,,"HJ,H6","[{'name': 'Player1', 'uuid': 'svpdeygrpszicumzviwkzi', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'cbnsbhoqsoqkwhqiqvyexa', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.44,0
10,hvkwacadhehaiczppjyuzl,preflop,call,10,jcuvooaoyjqalymworcavk,preflop,call,990,hvkwacadhehaiczppjyuzl,flop,raise,990,jcuvooaoyjqalymworcavk,flop,call,,,,,,,,,,,,,,,,,,,,,"D7,HT,H4",river,2000,0,1,,,"C3,SJ","[{'name': 'Player1', 'uuid': 'jcuvooaoyjqalymworcavk', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'hvkwacadhehaiczppjyuzl', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.34,0
10,cvtgysfelnanqazklfagmp,preflop,call,10,vvgppmlygmatbmvnzbgixe,preflop,call,0,cvtgysfelnanqazklfagmp,flop,call,0,vvgppmlygmatbmvnzbgixe,flop,call,990,cvtgysfelnanqazklfagmp,turn,raise,990,vvgppmlygmatbmvnzbgixe,turn,call,,,,,,,,,,,,,"DA,HQ,S5,H5",river,2000,0,1,,,"ST,C8","[{'name': 'Player1', 'uuid': 'vvgppmlygmatbmvnzbgixe', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'cvtgysfelnanqazklfagmp', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.38,0
10,zflyrjmpbbaplmbzbihgsz,preflop,call,10,azpimwhtqbufoggokqovvs,preflop,call,0,zflyrjmpbbaplmbzbihgsz,flop,call,0,azpimwhtqbufoggokqovvs,flop,call,0,zflyrjmpbbaplmbzbihgsz,turn,call,0,azpimwhtqbufoggokqovvs,turn,call,0,zflyrjmpbbaplmbzbihgsz,river,call,0,azpimwhtqbufoggokqovvs,river,call,,,,,"C6,S2,H3,CT,C4",river,20,1010,1,,,"H2,S9","[{'name': 'Player1', 'uuid': 'azpimwhtqbufoggokqovvs', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'zflyrjmpbbaplmbzbihgsz', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.32,1
10,hzztypnmrxjskpdsnffxmu,preflop,call,10,gytrxexqnzaqewxhundrxh,preflop,call,0,hzztypnmrxjskpdsnffxmu,flop,call,0,gytrxexqnzaqewxhundrxh,flop,call,0,hzztypnmrxjskpdsnffxmu,turn,call,0,gytrxexqnzaqewxhundrxh,turn,call,0,hzztypnmrxjskpdsnffxmu,river,call,0,gytrxexqnzaqewxhundrxh,river,call,,,,,"S5,HA,S7,C9,S2",river,20,1010,1,,,"ST,C5","[{'name': 'Player1', 'uuid': 'gytrxexqnzaqewxhundrxh', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'hzztypnmrxjskpdsnffxmu', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.52,1
10,kkxqcjuqpexmxkgyofschq,preflop,call,10,ivmqyiahlhdjqhtslrhemv,preflop,call,990,kkxqcjuqpexmxkgyofschq,flop,raise,990,ivmqyiahlhdjqhtslrhemv,flop,call,,,,,,,,,,,,,,,,,,,,,"CA,D4,CK",river,2000,0,1,,,"H3,C4","[{'name': 'Player1', 'uuid': 'ivmqyiahlhdjqhtslrhemv', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'kkxqcjuqpexmxkgyofschq', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.56,0
10,jwdyyyxinborumjnajxtzb,preflop,call,10,ixgxqvhrapvvywnigcxkga,preflop,call,0,jwdyyyxinborumjnajxtzb,flop,call,0,ixgxqvhrapvvywnigcxkga,flop,call,0,jwdyyyxinborumjnajxtzb,turn,call,0,ixgxqvhrapvvywnigcxkga,turn,call,0,jwdyyyxinborumjnajxtzb,river,call,0,ixgxqvhrapvvywnigcxkga,river,call,,,,,"C4,DK,DT,CK,H4",river,20,990,1,,,"D2,D3","[{'name': 'Player1', 'uuid': 'ixgxqvhrapvvywnigcxkga', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'jwdyyyxinborumjnajxtzb', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.01,0
10,bozprijmgiilvdmkvpfurm,preflop,call,10,kbhpqxyygtwcjnxoefdszc,preflop,call,990,bozprijmgiilvdmkvpfurm,flop,raise,-1,kbhpqxyygtwcjnxoefdszc,flop,raise,,,,,,,,,,,,,,,,,,,,,"SQ,H3,S7",flop,1010,990,1,,,"SK,DQ","[{'name': 'Player1', 'uuid': 'kbhpqxyygtwcjnxoefdszc', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'bozprijmgiilvdmkvpfurm', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.81,0
